id,cInstr
values_839,5954
values_150,136253
values_835,12865
values_161,93517
values_34,12807
values_959,5957
values_264,24747
values_123,5940
values_623,27138
values_187,2901
values_575,3193
values_466,185450
values_621,344
values_82,3157
values_352,24782
values_779,692
values_946,72052
values_756,9031
values_502,57624
values_641,348
values_882,2381
values_46,72539
values_721,3765
values_105,12858
values_284,94175
values_295,690
values_423,3205
values_544,186600
values_384,93399
values_206,71509
values_817,3445
values_788,2331
values_205,4103
values_243,2289
values_619,3825
values_514,1298
values_703,43933
values_605,2883
values_659,337
values_929,4105
values_365,93487
values_495,2350
values_431,4079
values_482,33263
values_611,18199
values_846,57504
values_27,56800
values_736,3751
values_815,8900
values_145,689
values_582,33435
values_492,56666
values_881,185310
values_237,1307
values_409,3802
values_108,2395
values_299,5947
values_20,702
values_485,3773
values_303,3783
values_425,2308
values_597,26973
values_517,44019
values_672,71446
values_340,2637
values_339,57560
values_424,2356
values_9,1360
values_587,3467
values_417,2895
values_116,33065
values_475,153
values_184,185324
values_223,3893
values_804,8984
values_374,8969
values_864,5969
values_444,27489
values_92,5989
values_773,2901
values_131,185711
values_710,2897
values_693,93986
values_944,699
values_573,24766
values_712,58104
values_718,26951
values_3,33148
values_805,71847
values_98,93573
values_304,3163
values_897,24942
values_153,24675
values_368,93673
values_689,3151
values_830,43535
values_29,94059
values_301,2911
values_286,33301
values_580,1365
values_593,24959
values_80,3808
values_416,44493
values_305,153
values_142,137062
values_800,2899
values_661,43471
values_73,25234
values_297,5959
values_167,43927
values_594,4099
values_367,8905
values_552,4107
values_608,2903
values_797,2326
values_288,341
values_764,5942
values_622,71695
values_785,337
values_676,56750
values_330,2611
values_595,2360
values_968,3491
values_503,72288
values_378,27097
values_610,57406
