id,cInstr
values_114,22799
values_61,33182
values_511,6111
values_729,8999
values_460,29431
values_832,3054
values_348,12679
values_182,8999
values_986,342
values_180,3919
values_930,3054
values_274,6111
values_309,19894
values_496,19894
values_165,25974
values_553,94
values_870,22799
values_795,559
values_361,854
values_302,559
values_586,39
values_880,4934
values_665,41614
values_527,39
values_372,37239
values_382,37239
values_43,7462
values_935,191
values_2,39
values_790,854
values_152,1239
values_871,854
values_434,12679
values_775,37239
values_500,33182
values_220,10734
values_875,1239
values_249,94
values_808,4934
values_859,559
values_539,559
values_635,39
values_311,19894
values_183,1239
values_54,46319
values_390,4934
values_890,12679
values_711,342
values_471,41614
values_995,10734
values_443,94
values_464,2327
values_774,25974
values_200,29431
values_747,1726
values_758,94
values_30,39
values_820,37239
values_393,191
values_576,33182
values_445,41614
values_662,3919
values_403,559
values_640,342
values_59,94
values_490,12679
values_194,17247
values_751,1239
values_663,559
values_938,39
values_532,7462
values_885,1239
values_713,559
values_193,1239
values_650,41614
values_564,33182
values_267,559
values_147,14846
values_709,4934
values_857,342
values_334,8999
values_965,191
values_824,39
values_784,342
values_229,29431
values_538,22799
values_463,8999
values_741,1726
values_85,39
values_493,3919
values_794,46319
values_202,6111
values_74,8999
values_410,14846
values_469,12679
values_394,39
values_149,2327
values_945,8999
values_293,1239
values_456,25974
values_975,29431
values_547,6111
values_164,14846
values_720,19894
values_833,2327
values_90,12679
values_954,12679
values_483,2327
values_990,33182
values_113,37239
values_878,19894
values_942,17247
values_126,14846
values_666,7462
values_960,191
values_783,6111
values_735,17247
values_439,1726
values_860,37239
values_18,7462
values_173,94
values_454,29431
values_176,29431
values_698,94
values_869,1239
values_697,854
values_509,29431
values_189,14846
values_714,19894
values_270,342
values_863,1726
values_548,37239
values_359,10734
values_512,559
values_656,191
values_684,7462
values_171,19894
values_675,10734
values_657,22799
values_333,12679
values_599,342
values_129,46319
values_886,12679
values_107,6111
values_272,37239
values_52,29431
values_819,2327
values_682,17247
values_44,37239
values_914,854
values_346,6111
values_151,22799
values_550,1239
values_326,4934
values_836,8999
values_437,12679
values_984,41614
values_17,14846
values_748,41614
values_581,4934
values_705,1239
values_121,3919
values_219,854
values_321,342
values_843,12679
values_606,191
values_898,29431
values_601,342
values_36,1726
values_282,37239
values_395,41614
values_449,1239
values_209,17247
values_956,854
values_579,46319
values_484,342
values_521,29431
values_617,25974
values_516,33182
values_358,8999
values_335,41614
values_139,3919
values_992,4934
values_211,6111
values_507,1726
values_921,46319
values_138,41614
values_275,559
values_614,25974
values_49,12679
values_227,854
values_203,14846
values_172,559
values_86,33182
values_178,854
values_978,46319
values_253,3054
values_291,191
values_911,29431
values_230,191
values_318,854
values_798,4934
values_638,1239
values_112,14846
values_201,25974
values_629,12679
values_337,29431
values_37,3919
values_56,19894
values_316,7462
values_829,10734
values_63,94
values_35,39
values_519,10734
values_481,342
values_278,22799
values_186,7462
values_702,559
values_722,3054
values_97,22799
values_329,29431
values_75,10734
values_560,29431
values_612,94
values_421,1726
values_639,3919
values_939,7462
values_198,3919
values_840,3054
values_415,33182
values_405,12679
values_100,25974
values_726,17247
values_265,6111
values_743,37239
values_436,29431
values_583,12679
values_525,10734
values_677,342
values_289,191
values_255,2327
values_529,6111
values_826,559
values_362,8999
values_355,94
values_506,559
values_315,17247
values_604,191
values_57,854
values_133,19894
values_787,342
values_799,29431
values_765,854
values_887,8999
values_952,10734
values_631,12679
values_306,854
values_497,41614
values_821,19894
values_618,22799
values_271,29431
values_645,10734
values_985,39
values_400,12679
values_562,7462
values_590,12679
values_648,3054
values_325,1239
values_883,37239
values_827,39
values_854,37239
values_307,94
values_88,14846
values_958,559
values_251,17247
values_902,3919
values_680,33182
values_884,3054
values_901,854
values_354,4934
values_420,14846
values_103,39
values_10,29431
values_474,37239
values_53,33182
values_8,39
values_39,46319
values_755,342
values_124,1239
values_841,33182
values_510,8999
values_989,1726
values_706,94
values_257,342
values_811,3919
values_111,17247
values_47,3054
values_928,8999
values_561,41614
values_383,3919
values_498,3054
values_60,3919
values_737,14846
values_624,12679
values_973,3054
values_472,8999
values_280,7462
values_389,3054
values_651,14846
values_642,39
values_668,39
values_551,29431
values_750,22799
values_592,191
values_89,37239
values_411,25974
values_620,2327
values_357,14846
values_247,3919
values_692,14846
values_572,94
values_757,559
values_566,2327
values_216,29431
values_951,10734
values_910,37239
values_338,1726
values_461,14846
values_730,10734
values_734,29431
values_51,6111
values_678,2327
values_327,6111
values_473,10734
values_453,94
values_154,191
values_452,7462
values_221,94
values_323,1239
values_844,342
values_673,19894
values_427,3919
values_933,33182
values_802,4934
values_852,342
values_487,22799
values_762,1239
values_515,10734
values_479,854
values_948,2327
values_467,854
values_14,25974
values_868,854
values_188,191
values_489,19894
values_865,22799
values_728,29431
values_996,37239
values_277,10734
values_936,4934
values_554,33182
values_763,559
values_834,1239
values_613,12679
values_907,6111
values_825,4934
values_308,3919
values_294,191
values_522,22799
values_322,17247
values_28,1239
values_760,8999
values_559,29431
values_685,22799
values_908,7462
values_919,10734
values_724,94
values_947,94
values_214,2327
values_468,559
values_967,342
values_234,41614
values_983,39
values_719,41614
values_110,25974
values_235,37239
values_588,2327
values_185,94
values_732,19894
values_896,94
values_888,25974
values_923,12679
values_767,94
values_179,7462
values_195,8999
values_148,41614
values_917,29431
values_634,25974
values_157,33182
values_314,25974
values_879,3919
values_16,4934
values_839,37239
values_150,17247
values_835,37239
values_161,10734
values_34,17247
values_959,14846
values_264,39
values_123,8999
values_623,14846
values_187,17247
values_575,3054
values_466,2327
values_621,46319
values_82,342
values_352,6111
values_779,94
values_946,559
values_756,342
values_502,854
values_641,29431
values_882,46319
values_46,3054
values_721,33182
values_105,6111
values_284,94
values_295,94
values_423,10734
values_544,1239
values_384,3919
values_206,29431
values_817,7462
values_788,33182
values_205,342
values_243,29431
values_619,94
values_514,41614
values_703,22799
values_605,7462
values_659,854
values_929,17247
values_365,10734
values_495,17247
values_431,37239
values_482,37239
values_611,1239
values_846,191
values_27,342
values_736,39
values_815,12679
values_145,29431
values_582,12679
values_492,22799
values_881,854
values_237,559
values_409,2327
values_108,8999
values_299,25974
values_20,12679
values_485,6111
values_303,37239
values_425,41614
values_597,342
values_517,25974
values_672,854
values_340,41614
values_339,39
values_424,17247
values_9,19894
values_587,46319
values_417,2327
values_116,1239
values_475,191
values_184,1726
values_223,46319
values_804,8999
values_374,17247
values_864,6111
values_444,41614
values_92,19894
values_773,14846
values_131,342
values_710,6111
values_693,29431
values_944,94
values_573,22799
values_712,7462
values_718,19894
values_3,6111
values_805,1726
values_98,2327
values_304,25974
values_897,1239
values_153,854
values_368,22799
values_689,94
values_830,41614
values_29,10734
values_301,39
values_286,3054
values_580,29431
values_593,33182
values_80,559
values_416,1239
values_305,10734
values_142,1239
values_800,17247
values_661,8999
values_73,191
values_297,37239
values_167,94
values_594,94
values_367,10734
values_552,37239
values_608,12679
values_797,41614
values_288,33182
values_764,4934
values_622,41614
values_785,25974
values_676,8999
values_330,33182
values_595,25974
values_968,41614
values_503,12679
values_378,8999
values_610,3054
