feature	ExtraTreesRegressor	GradientBoostingRegressor	AdaBoostRegressor	RandomForestRegressor	sum	avg
M_VAL_22	0.0002657051515313293	1.6909735215103242e-05	0.0	9.822174960560672e-05	0.0003808366363520392	9.52091590880098e-05
M_VAL_23	4.094115859711958e-06	0.0	0.0	3.24293978957155e-06	7.337055649283508e-06	1.834263912320877e-06
M_VAL_24	0.00010014035857486938	3.078326007283207e-05	0.0	9.560004851799734e-06	0.0001404836234995012	3.51209058748753e-05
M_VAL_25	0.0035313122225064443	4.0549850070563414e-05	0.0	0.0007176064386390508	0.0042894685112160585	0.0010723671278040146
M_VAL_26	0.001884681728271614	8.873403885964186e-05	0.0	0.00027035702896496247	0.0022437727960962182	0.0005609431990240546
M_VAL_27	0.00021311395685783466	1.6600531351945645e-06	0.0	0.00015532152579495555	0.0003700955357879848	9.25238839469962e-05
M_VAL_28	9.557699396509859e-05	0.0	0.0	1.3797775976338378e-05	0.00010937476994143697	2.7343692485359242e-05
M_VAL_29	2.040008578737549e-05	1.449510438900256e-05	0.0	1.9376056111864326e-05	5.427124628824237e-05	1.3567811572060593e-05
M_VAL_31	1.1084292393099791e-05	0.0	0.0	1.1814868675783146e-06	1.2265779260678106e-05	3.0664448151695265e-06
M_VAL_32	4.548923687784279e-05	0.0	0.0	1.0336152803846086e-05	5.5825389681688876e-05	1.3956347420422219e-05
