id,cInstr
values_306,356
values_497,41
values_821,530
values_618,163
values_271,28
values_645,288
values_985,856
values_400,26
values_562,932
values_590,27
values_648,254
values_325,138
values_883,27
values_827,288
values_854,296
values_307,93
values_88,39
values_958,114
values_251,580
values_902,40
values_680,72
values_884,28
values_901,404
values_354,114
values_420,542
values_103,73
values_10,286
values_474,223
values_53,972
values_8,737
values_39,593
values_755,249
values_124,26
values_841,446
values_510,404
values_989,114
values_706,328
values_257,539
values_811,437
values_111,256
values_47,326
values_928,793
values_561,364
values_383,329
values_498,494
values_60,166
values_737,162
values_624,638
values_973,164
values_472,161
values_280,224
values_389,582
values_651,73
values_642,356
values_668,589
values_551,27
values_750,191
values_592,286
values_89,633
values_411,987
values_620,803
values_357,329
values_247,537
values_692,916
values_572,137
values_757,865
values_566,75
values_216,73
values_951,406
values_910,112
values_338,189
values_461,136
values_730,993
values_734,40
values_51,809
values_678,112
values_327,225
values_473,691
values_453,448
values_154,58
values_452,867
values_221,16
values_323,487
values_844,95
values_673,192
values_427,680
values_933,190
values_802,322
values_852,91
values_487,635
values_762,797
values_515,28
values_479,492
values_948,55
values_467,323
values_14,163
values_868,441
values_188,327
values_489,167
values_865,112
values_728,325
values_996,116
values_277,405
values_936,986
values_554,853
values_763,114
values_834,219
values_613,287
values_907,162
values_825,543
values_308,535
values_294,56
values_522,403
values_322,114
values_28,285
values_760,139
values_559,450
values_685,74
values_908,539
values_919,95
values_724,405
values_947,372
values_214,926
values_468,537
values_967,639
values_234,327
values_983,494
values_719,41
values_110,96
values_235,57
values_588,698
values_185,443
values_732,683
values_896,401
values_888,542
values_923,361
values_767,807
values_179,537
values_195,294
values_148,42
values_917,859
values_634,72
values_157,40
values_314,38
values_879,448
values_16,164
values_839,583
values_150,404
values_835,807
values_161,56
values_34,164
values_959,744
values_264,248
values_123,354
values_623,686
values_187,492
values_575,139
values_466,16
values_621,111
values_82,255
values_352,365
values_779,363
values_946,925
values_756,223
values_502,454
values_641,749
values_882,28
values_46,140
values_721,742
values_105,691
values_284,40
values_295,228
values_423,27
values_544,694
values_384,222
values_206,494
values_817,358
values_788,802
values_205,111
values_243,805
values_619,866
values_514,290
values_703,792
values_605,364
values_659,591
values_929,288
values_365,687
values_495,40
values_431,400
values_482,547
values_611,407
values_846,741
values_27,488
values_736,857
values_815,931
values_145,928
values_582,746
values_492,860
values_881,219
values_237,919
values_409,362
values_108,225
values_299,409
values_20,91
values_485,406
values_303,363
values_425,73
values_597,94
values_517,808
values_672,41
values_340,288
values_339,540
values_424,634
